registration_id,email,first_name,last_name,phone,birthdate,parent_email,assigned_role,team_name,age_group,fee_amount,payment_status,gear_item,gear_size,gear_quantity,registered_at
5160,sophia.williams92@yahoo.com,Sophia,Williams,555-9865,2013-01-24,parent_williams@gmail.com,player,U10 Storm,U10,10.00,partial,Cleats,L,1,2026-06-01 10:26:00
5161,noah.rodriguez83@yahoo.com,Noah,Rodriguez,555-6552,1987-06-25,,coach,U14 Cobras,U14,20.00,unpaid,Cleats,L,1,2026-06-29 10:42:00
5162,sarah.jones12@corp.io,Sarah,Jones,555-7167,1986-03-08,,parent,U14 Cobras,U14,25.00,unpaid,Jersey,S,1,2026-06-15 08:30:00
5163,marcus.oakley84@outlook.com,Marcus,Oakley,555-2589,1983-01-02,,volunteer,U14 Cobras,U14,25.00,paid,Jersey,M,1,2026-06-04 11:24:00
5164,james.davis39@hotmail.com,James,Davis,555-2770,1989-11-02,,coach,U10 Storm,U10,20.00,unpaid,Shorts,M,1,2026-06-04 10:46:00
5165,liam.jones54@yahoo.com,Liam,Jones,555-1337,1995-02-22,,coach,U14 Cobras,U14,20.00,unpaid,Cleats,YS,1,2026-06-25 16:30:00
5166,james.williams61@yahoo.com,James,Williams,555-6404,1990-01-13,,coach,U10 Storm,U10,15.00,unpaid,Cleats,YL,1,2026-06-28 11:28:00
5167,daniel.brown65@outlook.com,Daniel,Brown,555-3920,1979-02-18,,volunteer,U14 Eagles,U14,10.00,paid,Shorts,L,1,2026-06-23 16:53:00
5168,grace.davis18@hotmail.com,Grace,Davis,555-7546,1976-09-13,,volunteer,U12 Lightning,U12,25.00,unpaid,Jersey,XL,1,2026-06-28 12:25:00
5169,sarah.rodriguez46@outlook.com,Sarah,Rodriguez,555-2278,2015-03-10,parent_rodriguez@outlook.com,player,U12 Lightning,U12,10.00,paid,Socks,YL,1,2026-06-17 08:07:00
5170,grace.brown17@hotmail.com,Grace,Brown,555-8229,1973-12-29,,volunteer,U14 Cobras,U14,25.00,partial,Jersey,S,1,2026-06-06 12:51:00
5171,alex.rodriguez86@hotmail.com,Alex,Rodriguez,555-4831,1988-10-02,,coach,U14 Cobras,U14,25.00,paid,Jersey,L,1,2026-06-22 13:05:00
5172,william.davis76@corp.io,William,Davis,555-8069,1985-06-01,,coach,U14 Cobras,U14,50.00,unpaid,Jersey,YL,2,2026-06-12 13:09:00
5173,william.davis38@gmail.com,William,Davis,555-4717,1988-07-02,,coach,U14 Cobras,U14,15.00,paid,Shorts,YM,1,2026-06-01 15:59:00
5174,grace.williams48@outlook.com,Grace,Williams,555-1862,1976-12-30,,parent,U12 Lightning,U12,15.00,unpaid,Cleats,YL,1,2026-06-14 17:34:00
5175,james.oakley70@hotmail.com,James,Oakley,555-6470,1972-05-17,,volunteer,U10 Tigers,U10,10.00,unpaid,Cleats,M,1,2026-06-22 11:44:00
5176,isabella.jones98@outlook.com,Isabella,Jones,555-8622,1982-01-02,,volunter,U12 Bears,U12,15.00,unpaid,Shorts,M,1,2026-06-22 14:42:00
5177,grace.martinez86@corp.io,Grace,Martinez,555-6577,1980-07-27,,volunteer,U10 Storm,U10,40.00,partial,Socks,YS,4,2026-06-11 09:38:00
5178,william.miller68@outlook.com,William,Miller,555-4419,1977-06-20,,parent,U12 Lightning,U12,75.00,unpaid,Jersey,XL,3,2026-06-15 08:35:00
5179,isabella.johnson89@corp.io,Isabella,Johnson,555-3185,1970-12-09,,volunteer,U14 Cobras,U14,10.00,unpaid,Shorts,S,1,2026-06-18 12:29:00
5180,sophia.johnson64@yahoo.com,Sophia,Johnson,555-8831,1972-01-15,,parent,U12 Bears,U12,25.00,unpaid,Jersey,L,1,2026-06-24 16:18:00
5181,james.miller81@hotmail.com,James,Miller,555-5208,1987-09-19,,volunteer,U12 Bears,U12,15.00,paid,Cleats,YM,1,2026-06-18 17:26:00
5182,alex.smith50@hotmail.com,Alex,Smith,555-6894,1988-04-09,,parent,U14 Cobras,U14,20.00,partial,Shorts,YM,1,2026-06-30 09:28:00
5183,alex.hopper37@gmail.com,Alex,Hopper,555-2929,2012-05-04,parent_hopper@yahoo.com,player,U12 Bears,U12,15.00,paid,Shorts,YS,1,2026-06-08 14:13:00
5184,alex.brodie40@hotmail.com,Alex,Brodie,555-8776,1979-01-24,,parent,U10 Storm,U10,25.00,partial,Jersey,YM,1,2026-06-21 12:24:00
5185,marcus.brown32@gmail.com,Marcus,Brown,555-9961,1983-05-28,,volunteer,U14 Cobras,U14,30.00,partial,Socks,YL,2,2026-06-30 11:05:00
5186,sarah.davis81@corp.io,Sarah,Davis,555-2785,1987-11-13,,parent,U14 Eagles,U14,20.00,partial,Shorts,YS,1,2026-06-25 14:54:00
5187,noah.hopper96@corp.io,Noah,Hopper,555-9262,1985-11-25,,volunteer,U10 Storm,U10,15.00,unpaid,Shorts,L,1,2026-06-28 10:28:00
5188,liam.miller13@yahoo.com,Liam,Miller,555-8432,1980-05-26,,coach,U14 Cobras,U14,20.00,paid,Cleats,YM,1,2026-06-04 16:45:00
5189,marcus.brodie51@corp.io,Marcus,Brodie,555-2906,1983-12-23,,parent,U14 Eagles,U14,10.00,partial,Cleats,XL,1,2026-06-24 08:46:00
5190,alex.rodriguez4@gmail.com,Alex,Rodriguez,555-5810,1972-08-27,,coach,U12 Bears,U12,20.00,paid,Socks,L,1,2026-06-13 17:10:00
5191,isabella.rodriguez7@yahoo.com,Isabella,Rodriguez,555-9331,1982-12-24,,coach,U14 Eagles,U14,20.00,partial,Socks,YM,1,2026-06-04 16:53:00
5192,alex.miller76@corp.io,Alex,Miller,555-9606,1991-07-24,,parent,U14 Eagles,U14,30.00,partial,Socks,YM,3,2026-06-10 16:30:00
5193,grace.martinez77@corp.io,Grace,Martinez,555-4249,2012-11-14,parent_martinez@gmail.com,player,U14 Eagles,U14,15.00,paid,Socks,YM,1,2026-06-27 08:20:00
5194,timmy.miller89@outlook.com,Timmy,Miller,555-5191,1993-02-20,,volunteer,U10 Tigers,U10,20.00,unpaid,Shorts,S,1,2026-06-26 08:50:00
5195,daniel.martinez9@gmail.com,Daniel,Martinez,555-4538,1972-02-04,,volunteer,U14 Eagles,U14,10.00,partial,Cleats,L,1,2026-06-04 09:36:00
5196,sophia.smith19@corp.io,Sophia,Smith,555-9683,1973-04-19,,parent,U10 Tigers,U10,20.00,paid,Shorts,XL,1,2026-06-14 10:43:00
5197,isabella.vance16@outlook.com,Isabella,Vance,555-9584,1974-10-17,,volunteer,U12 Bears,U12,15.00,partial,Socks,YL,1,2026-06-04 16:32:00
5198,james.hopper23@outlook.com,James,Hopper,555-5225,1988-10-04,,coach,U14 Cobras,U14,45.00,paid,Cleats,M,3,2026-06-09 08:31:00
5199,sarah.davis24@corp.io,Sarah,Davis,555-1954,1995-11-29,,volunteer,U12 Bears,U12,80.00,partial,Shorts,YS,4,2026-06-07 09:29:00
5200,sarah.davis60@yahoo.com,Sarah,Davis,555-6150,1978-03-19,,volunteer,U12 Lightning,U12,15.00,unpaid,Cleats,XL,1,2026-06-07 08:31:00
5201,marcus.miller85@gmail.com,Marcus,Miller,555-6797,2015-04-29,parent_miller@yahoo.com,player,U10 Storm,U10,20.00,unpaid,Socks,XL,1,2026-06-22 17:20:00
5202,william.jones59@yahoo.com,William,Jones,555-6590,1978-08-05,,parent,U12 Lightning,U12,15.00,partial,Cleats,YM,1,2026-06-20 15:31:00
5203,ava.garcia28@outlook.com,Ava,Garcia,555-3656,2018-06-26,parent_garcia@yahoo.com,player,U14 Cobras,U14,60.00,paid,Cleats,XL,4,2026-06-24 17:07:00
5204,james.johnson23@yahoo.com,James,Johnson,555-1628,2014-03-13,parent_johnson@hotmail.com,player,U12 Lightning,U12,45.00,paid,Cleats,YL,3,2026-06-04 11:38:00
5205,grace.miller36@yahoo.com,Grace,Miller,555-6469,1980-05-21,,coach,U12 Bears,U12,15.00,partial,Shorts,YM,1,2026-06-12 11:10:00
5206,liam.rodriguez87@yahoo.com,Liam,Rodriguez,555-5166,1975-01-05,,volunteer,U14 Eagles,U14,25.00,paid,Jersey,YL,1,2026-06-02 08:01:00
5207,isabella.vance63@yahoo.com,Isabella,Vance,555-8083,1992-09-07,,parent,U14 Cobras,U14,15.00,partial,Shorts,L,1,2026-06-05 08:06:00
5208,timmy.miller19@gmail.com,Timmy,Miller,555-6427,1990-05-15,,volunteer,U12 Bears,U12,10.00,paid,Shorts,YS,1,2026-06-27 11:24:00
5209,isabella.hopper48@hotmail.com,Isabella,Hopper,555-5010,1989-03-20,,parent,U14 Eagles,U14,15.00,partial,Shorts,M,1,2026-06-13 13:50:00
5210,olivia.garcia47@outlook.com,Olivia,Garcia,555-8298,1993-10-22,,volunteer,U10 Tigers,U10,20.00,unpaid,Socks,YM,1,2026-06-14 08:22:00
5211,ava.williams50@yahoo.com,Ava,Williams,555-6067,2013-07-31,parent_williams@gmail.com,player,U10 Storm,U10,25.00,paid,Jersey,L,1,2026-06-10 16:43:00
5212,alex.jones58@hotmail.com,Alex,Jones,555-8105,1986-11-16,,volunteer,U10 Storm,U10,20.00,unpaid,Socks,M,1,2026-06-08 14:37:00
5213,timmy.garcia25@yahoo.com,Timmy,Garcia,555-5727,1971-03-12,,parent,U10 Tigers,U10,20.00,unpaid,Cleats,M,2,2026-06-12 13:19:00
5214,olivia.johnson82@gmail.com,Olivia,Johnson,555-8288,2019-05-13,parent_johnson@corp.io,player,U10 Storm,U10,30.00,unpaid,Socks,L,3,2026-06-25 12:04:00
5215,sophia.martinez19@yahoo.com,Sophia,Martinez,555-9667,1971-08-24,,volunteer,U14 Eagles,U14,10.00,partial,Shorts,YS,1,2026-06-27 09:10:00
5216,timmy.oakley81@corp.io,Timmy,Oakley,555-7362,1976-11-20,,volunteer,U10 Tigers,U10,20.00,paid,Cleats,YL,1,2026-06-28 13:34:00
5217,grace.rodriguez22@hotmail.com,Grace,Rodriguez,555-3310,1989-10-09,,coach,U12 Lightning,U12,20.00,partial,Shorts,L,1,2026-06-07 10:42:00
5218,ava.hopper95@yahoo.com,Ava,Hopper,555-9798,1973-11-17,,coach,U14 Cobras,U14,50.00,unpaid,Jersey,YM,2,2026-06-26 08:42:00
5219,sophia.smith65@yahoo.com,Sophia,Smith,555-9930,2010-04-29,parent_smith@corp.io,player,U10 Storm,U10,15.00,partial,Cleats,YM,1,2026-06-23 10:37:00
5220,ava.rodriguez41@gmail.com,Ava,Rodriguez,555-1419,2011-03-29,parent_rodriguez@hotmail.com,player,U10 Storm,U10,20.00,unpaid,Shorts,XL,2,2026-06-27 17:35:00
5221,james.garcia65@gmail.com,James,Garcia,555-7761,1985-10-14,,volunteer,U10 Storm,U10,25.00,paid,Jersey,L,1,2026-06-22 17:05:00
5222,oliver.davis63@outlook.com,Oliver,Davis,555-5314,2012-09-29,parent_davis@gmail.com,player,U10 Storm,U10,15.00,partial,Shorts,M,1,2026-06-16 17:35:00
5223,timmy.jones94@gmail.com,Timmy,Jones,555-4108,1990-01-07,,parent,U12 Lightning,U12,25.00,paid,Jersey,YS,1,2026-06-29 10:46:00
5224,william.garcia65@corp.io,William,Garcia,555-5626,2019-11-20,parent_garcia@outlook.com,player,U14 Cobras,U14,50.00,unpaid,Jersey,M,2,2026-06-14 14:34:00
5225,alex.rodriguez95@hotmail.com,Alex,Rodriguez,555-6585,1994-08-31,,coach,U12 Lightning,U12,10.00,paid,Socks,YM,1,2026-06-29 15:23:00
5226,alex.miller11@outlook.com,Alex,Miller,555-7330,1995-11-09,,coach,U14 Eagles,U14,20.00,partial,Socks,S,1,2026-06-03 10:36:00
5227,timmy.oakley46@yahoo.com,Timmy,Oakley,555-6995,1984-09-08,,coach,U10 Storm,U10,60.00,unpaid,Socks,YS,4,2026-06-19 09:00:00
5228,william.davis64@yahoo.com,William,Davis,555-4200,1980-12-15,,volunteer,U12 Bears,U12,15.00,unpaid,Socks,L,1,2026-06-08 12:02:00
5229,sarah.vance75@outlook.com,Sarah,Vance,555-7444,1983-05-19,,volunteer,U14 Eagles,U14,10.00,partial,Socks,XL,1,2026-06-25 11:21:00
5230,noah.garcia51@hotmail.com,Noah,Garcia,555-4113,1990-04-21,,parent,U14 Cobras,U14,50.00,paid,Jersey,L,2,2026-06-30 09:25:00
5231,sarah.brown29@outlook.com,Sarah,Brown,555-7950,1983-11-09,,coach,U14 Cobras,U14,50.00,unpaid,Jersey,YM,2,2026-06-21 10:13:00
5232,william.hopper72@outlook.com,William,Hopper,555-3987,1983-06-24,,volunteer,U12 Lightning,U12,25.00,paid,Jersey,YS,1,2026-06-10 10:34:00
5233,timmy.brown74@hotmail.com,Timmy,Brown,555-1438,1989-07-09,,volunteer,U14 Eagles,U14,15.00,partial,Shorts,L,1,2026-06-21 13:07:00
5234,oliver.brown97@yahoo.com,Oliver,Brown,555-5090,1978-10-01,,parent,U14 Cobras,U14,10.00,paid,Socks,YL,1,2026-06-09 16:18:00
5235,william.johnson9@gmail.com,William,Johnson,555-4375,1972-06-19,,volunteer,U10 Storm,U10,25.00,unpaid,Jersey,XL,1,2026-06-29 15:50:00
5236,oliver.davis37@yahoo.com,Oliver,Davis,555-9617,1994-01-02,,parent,U14 Cobras,U14,10.00,paid,Shorts,YL,1,2026-06-11 08:27:00
5237,timmy.hopper52@yahoo.com,Timmy,Hopper,555-5607,1981-10-03,,coach,U12 Bears,U12,50.00,unpaid,Jersey,M,2,2026-06-06 15:08:00
5238,sophia.vance53@yahoo.com,Sophia,Vance,555-4095,1976-02-06,,volunteer,U14 Cobras,U14,20.00,unpaid,Cleats,YL,2,2026-06-17 11:32:00
5239,olivia.davis23@corp.io,Olivia,Davis,555-9071,1991-02-16,,volunteer,U12 Lightning,U12,20.00,paid,Shorts,S,1,2026-06-01 17:04:00
5240,isabella.davis32@yahoo.com,Isabella,Davis,555-3544,1995-08-24,,volunteer,U10 Storm,U10,25.00,paid,Jersey,YL,1,2026-06-16 17:37:00
5241,noah.hopper13@outlook.com,Noah,Hopper,555-6801,1985-01-23,,parent,U12 Bears,U12,25.00,paid,Jersey,YS,1,2026-06-11 10:07:00
5242,emma.williams25@corp.io,Emma,Williams,555-9982,2018-09-26,parent_williams@hotmail.com,player,U10 Tigers,U10,20.00,paid,Shorts,YL,2,2026-06-07 14:55:00
5243,grace.hopper85@hotmail.com,Grace,Hopper,555-2795,2016-12-18,parent_hopper@yahoo.com,player,U10 Tigers,U10,10.00,unpaid,Shorts,L,1,2026-06-04 08:26:00
5244,daniel.johnson74@gmail.com,Daniel,Johnson,555-7613,1978-03-24,,volunteer,U12 Bears,U12,20.00,paid,Socks,YM,1,2026-06-07 09:33:00
5245,ava.vance9@hotmail.com,Ava,Vance,555-6577,1970-08-08,,parent,U10 Tigers,U10,25.00,paid,Jersey,YM,1,2026-06-08 14:31:00
5246,emma.hopper66@gmail.com,Emma,Hopper,555-5349,1984-01-12,,parent,U14 Cobras,U14,30.00,paid,Cleats,L,2,2026-06-28 09:56:00
5247,liam.miller92@hotmail.com,Liam,Miller,555-3583,2010-01-15,parent_miller@yahoo.com,Player,U12 Bears,U12,60.00,unpaid,Cleats,L,4,2026-06-13 09:36:00
5248,isabella.brodie29@yahoo.com,Isabella,Brodie,555-1816,1978-09-06,,parent,U10 Tigers,U10,20.00,unpaid,Socks,YL,1,2026-06-09 17:18:00
5249,daniel.hopper58@corp.io,Daniel,Hopper,555-9676,1980-12-29,,coach,U10 Storm,U10,10.00,partial,Socks,M,1,2026-06-19 13:17:00
5250,timmy.vance95@yahoo.com,Timmy,Vance,555-8386,1990-04-26,,volunteer,U14 Cobras,U14,20.00,paid,Socks,YL,1,2026-06-15 14:35:00
5251,liam.rodriguez42@hotmail.com,Liam,Rodriguez,555-1212,1991-01-05,,parent,U10 Storm,U10,15.00,paid,Socks,M,1,2026-06-30 15:27:00
5252,isabella.martinez15@hotmail.com,Isabella,Martinez,555-8318,1981-06-15,,volunteer,U12 Lightning,U12,40.00,partial,Socks,YS,2,2026-06-03 12:16:00
5253,isabella.oakley33@outlook.com,Isabella,Oakley,555-2621,2013-01-28,parent_oakley@hotmail.com,player,U12 Bears,U12,45.00,partial,Socks,YL,3,2026-06-12 14:21:00
5254,noah.garcia42@gmail.com,Noah,Garcia,555-7875,1990-01-23,,parent,U12 Bears,U12,25.00,paid,Jersey,YM,1,2026-06-04 08:26:00
5255,noah.martinez91@corp.io,Noah,Martinez,555-8245,1990-02-12,,coach,U10 Storm,U10,15.00,partial,Cleats,XL,1,2026-06-01 15:20:00
5256,isabella.smith20@outlook.com,Isabella,Smith,555-4090,1979-05-20,,parent,U14 Eagles,U14,10.00,unpaid,Shorts,YM,1,2026-06-09 09:07:00
5257,isabella.williams16@yahoo.com,Isabella,Williams,555-5639,1988-06-08,,volunteer,U12 Bears,U12,25.00,paid,Jersey,YL,1,2026-06-17 11:02:00
5258,noah.davis13@outlook.com,Noah,Davis,555-5822,1979-10-21,,parent,U14 Cobras,U14,45.00,paid,Cleats,YM,3,2026-06-15 10:54:00
5259,grace.miller63@gmail.com,Grace,Miller,555-7774,1975-03-01,,coach,U10 Tigers,U10,30.00,partial,Socks,L,3,2026-06-09 09:28:00
5260,isabella.hopper12@hotmail.com,Isabella,Hopper,555-4556,1995-09-26,,coach,U12 Bears,U12,25.00,unpaid,Jersey,M,1,2026-06-11 12:28:00
5261,oliver.martinez30@hotmail.com,Oliver,Martinez,555-2915,1981-01-26,,coach,U10 Tigers,U10,15.00,unpaid,Cleats,XL,1,2026-06-30 15:31:00
5262,oliver.rodriguez45@yahoo.com,Oliver,Rodriguez,555-2334,1991-07-20,,Parent ,U12 Bears,U12,10.00,unpaid,Shorts,XL,1,2026-06-20 16:12:00
5263,liam.brodie49@yahoo.com,Liam,Brodie,555-9891,2017-09-29,parent_brodie@outlook.com,player,U14 Cobras,U14,30.00,unpaid,Socks,S,2,2026-06-09 12:15:00
5264,james.brodie98@yahoo.com,James,Brodie,555-6944,1981-05-01,,coach,U12 Bears,U12,15.00,unpaid,Shorts,S,1,2026-06-19 14:06:00
5265,james.brodie12@outlook.com,James,Brodie,555-9402,1988-11-25,,parent,U12 Lightning,U12,20.00,partial,Shorts,XL,2,2026-06-08 15:48:00
5266,sophia.jones86@outlook.com,Sophia,Jones,555-5243,2017-05-04,parent_jones@gmail.com,player,U12 Lightning,U12,20.00,paid,Cleats,YL,2,2026-06-21 16:23:00
5267,grace.hopper59@corp.io,Grace,Hopper,555-6502,1975-09-03,,volunteer,U12 Lightning,U12,10.00,partial,Socks,YS,1,2026-06-14 13:49:00
5268,daniel.garcia77@hotmail.com,Daniel,Garcia,555-5224,1980-05-21,,parent,U14 Cobras,U14,20.00,unpaid,Cleats,YL,1,2026-06-14 16:06:00
5269,emma.garcia97@gmail.com,Emma,Garcia,555-2607,1993-05-05,,volunteer,U14 Cobras,U14,20.00,paid,Socks,S,1,2026-06-14 09:45:00
5270,alex.martinez21@corp.io,Alex,Martinez,555-3258,1972-08-20,,coach,U10 Tigers,U10,15.00,paid,Socks,YS,1,2026-06-06 15:00:00
5271,emma.smith35@gmail.com,Emma,Smith,555-7964,1981-11-01,,volunteer,U10 Tigers,U10,20.00,unpaid,Cleats,YL,1,2026-06-12 15:06:00
5272,marcus.martinez28@outlook.com,Marcus,Martinez,555-8954,1983-12-24,,coach,U10 Storm,U10,25.00,paid,Jersey,L,1,2026-06-18 12:59:00
5273,noah.hopper3@outlook.com,Noah,Hopper,555-9494,1978-08-28,,coach,U12 Bears,U12,30.00,partial,Cleats,YM,3,2026-06-22 11:47:00
5274,timmy.jones61@hotmail.com,Timmy,Jones,555-7620,1981-10-18,,parent,U12 Bears,U12,20.00,paid,Socks,L,1,2026-06-15 10:55:00
5275,liam.rodriguez97@yahoo.com,Liam,Rodriguez,555-9408,1973-11-10,,coach,U12 Lightning,U12,15.00,partial,Cleats,YL,1,2026-06-16 13:35:00
5276,oliver.johnson66@yahoo.com,Oliver,Johnson,555-8812,2013-11-08,parent_johnson@yahoo.com,player,U12 Lightning,U12,20.00,paid,Shorts,L,1,2026-06-07 13:25:00
5277,alex.hopper19@outlook.com,Alex,Hopper,555-9825,1995-05-25,,volunteer,U10 Tigers,U10,20.00,partial,Socks,YL,1,2026-06-27 09:15:00
5278,olivia.rodriguez18@outlook.com,Olivia,Rodriguez,555-4736,1979-03-16,,parent,U14 Eagles,U14,20.00,unpaid,Cleats,YL,1,2026-06-05 12:02:00
5279,daniel.vance53@gmail.com,Daniel,Vance,555-5681,1990-09-24,,volunteer,U14 Eagles,U14,40.00,paid,Cleats,YL,2,2026-06-23 11:45:00
5280,grace.smith20@yahoo.com,Grace,Smith,555-2489,2017-03-03,parent_smith@corp.io,player,U10 Storm,U10,20.00,partial,Socks,M,1,2026-06-04 17:14:00
5281,grace.miller95@yahoo.com,Grace,Miller,555-6601,1994-07-01,,parent,U12 Bears,U12,15.00,partial,Jersey,YM,1,2026-06-09 08:23:00
5282,sarah.williams86@gmail.com,Sarah,Williams,555-7403,1972-08-14,,coach,U14 Eagles,U14,15.00,paid,Cleats,XL,1,2026-06-17 15:43:00
5283,sarah.johnson1@yahoo.com,Sarah,Johnson,555-9901,1987-02-25,,parent,U12 Lightning,U12,30.00,partial,Shorts,M,3,2026-06-14 16:44:00
5284,james.miller94@gmail.com,James,Miller,555-7470,2010-05-14,parent_miller@corp.io,player,U10 Tigers,U10,10.00,partial,Shorts,YL,1,2026-06-24 08:40:00
5285,daniel.garcia11@corp.io,Daniel,Garcia,555-5745,2015-05-05,parent_garcia@outlook.com,player,U12 Bears,U12,25.00,unpaid,Jersey,M,1,2026-06-30 17:59:00
5286,marcus.rodriguez42@hotmail.com,Marcus,Rodriguez,555-6244,2015-10-05,parent_rodriguez@hotmail.com,player,U12 Bears,U12,10.00,partial,Cleats,YL,1,2026-06-03 14:14:00
5287,william.davis51@corp.io,William,Davis,555-4798,1994-07-15,,coach,U14 Cobras,U14,20.00,unpaid,Cleats,YL,1,2026-06-10 10:04:00
5288,emma.vance60@yahoo.com,Emma,Vance,555-9427,1977-08-05,,coach,U14 Cobras,U14,20.00,paid,Shorts,YM,2,2026-06-19 12:53:00
5289,emma.garcia35@outlook.com,Emma,Garcia,555-9197,2019-05-01,parent_garcia@yahoo.com,player,U12 Lightning,U12,15.00,unpaid,Socks,YL,1,2026-06-13 15:07:00
5290,olivia.hopper23@gmail.com,Olivia,Hopper,555-6896,1985-01-12,,coach,U12 Lightning,U12,50.00,paid,Jersey,YS,2,2026-06-08 09:15:00
5291,noah.williams43@yahoo.com,Noah,Williams,555-2577,2011-04-02,parent_williams@hotmail.com,player,U10 Tigers,U10,10.00,paid,Cleats,YS,1,2026-06-12 08:33:00
5292,sarah.jones22@outlook.com,Sarah,Jones,555-6225,1973-01-04,,volunteer,U14 Eagles,U14,30.00,partial,Socks,XL,3,2026-06-21 11:31:00
5293,oliver.rodriguez66@outlook.com,Oliver,Rodriguez,555-1625,1987-12-01,,parent,U14 Eagles,U14,25.00,paid,Jersey,YS,1,2026-06-16 11:22:00
5294,alex.hopper97@outlook.com,Alex,Hopper,555-5201,1986-11-30,,volunteer,U10 Storm,U10,10.00,unpaid,Cleats,M,1,2026-06-19 17:17:00
5295,james.oakley50@outlook.com,James,Oakley,555-5337,1980-08-26,,parent,U12 Lightning,U12,25.00,unpaid,Jersey,XL,1,2026-06-26 12:18:00
5296,noah.williams14@yahoo.com,Noah,Williams,555-9883,1986-07-22,,volunteer,U10 Storm,U10,15.00,unpaid,Shorts,YS,1,2026-06-03 14:13:00
5297,william.vance45@corp.io,William,Vance,555-9624,1988-10-06,,coach,U14 Cobras,U14,10.00,partial,Socks,L,1,2026-06-06 08:27:00
5298,marcus.vance3@gmail.com,Marcus,Vance,555-7273,1977-10-20,,coach,U10 Tigers,U10,15.00,partial,Cleats,M,1,2026-06-06 10:43:00
5299,william.hopper9@outlook.com,William,Hopper,555-8619,2018-05-28,parent_hopper@hotmail.com,player,U14 Cobras,U14,15.00,paid,Socks,YL,1,2026-06-04 16:59:00
5300,isabella.smith79@gmail.com,Isabella,Smith,555-1393,1978-01-09,,parent,U10 Tigers,U10,25.00,partial,Jersey,YM,1,2026-06-05 12:45:00
5301,timmy.hopper53@outlook.com,Timmy,Hopper,555-1897,1978-02-23,,volunteer,U12 Lightning,U12,15.00,paid,Socks,M,1,2026-06-15 10:18:00
5302,daniel.miller14@corp.io,Daniel,Miller,555-4991,1992-01-09,,parent,U12 Lightning,U12,25.00,unpaid,Jersey,M,1,2026-06-19 16:41:00
5303,daniel.brodie17@outlook.com,Daniel,Brodie,555-9974,2010-10-23,parent_brodie@hotmail.com,player,U10 Tigers,U10,30.00,paid,Cleats,YM,3,2026-06-23 14:27:00
5304,isabella.johnson14@corp.io,Isabella,Johnson,555-8890,1975-12-02,,parent,U10 Tigers,U10,10.00,unpaid,Socks,YL,1,2026-06-14 12:57:00
5305,daniel.oakley54@yahoo.com,Daniel,Oakley,555-5997,1993-01-23,,parent,U12 Lightning,U12,30.00,unpaid,Cleats,YS,2,2026-06-11 12:15:00
5306,olivia.jones4@outlook.com,Olivia,Jones,555-6583,1981-05-29,,parent,U10 Storm,U10,10.00,partial,Shorts,L,1,2026-06-27 12:29:00
5307,sophia.hopper60@hotmail.com,Sophia,Hopper,555-6264,1992-09-30,,parent,U14 Eagles,U14,25.00,partial,Jersey,L,1,2026-06-07 10:06:00
5308,liam.oakley34@corp.io,Liam,Oakley,555-2684,2015-07-18,parent_oakley@yahoo.com,player,U12 Bears,U12,25.00,unpaid,Jersey,YL,1,2026-06-09 11:34:00
5309,sarah.brodie20@outlook.com,Sarah,Brodie,555-5227,1986-10-03,,parent,U10 Storm,U10,15.00,unpaid,Shorts,S,1,2026-06-11 09:56:00
5310,timmy.brodie17@corp.io,Timmy,Brodie,555-2532,2013-02-16,parent_brodie@yahoo.com,player,U12 Lightning,U12,40.00,paid,Socks,YM,2,2026-06-14 10:28:00
5311,grace.garcia63@yahoo.com,Grace,Garcia,555-3429,1989-03-28,,coach,U14 Eagles,U14,10.00,unpaid,Socks,M,1,2026-06-27 10:44:00
5312,marcus.johnson67@gmail.com,Marcus,Johnson,555-4461,2013-07-08,parent_johnson@yahoo.com,player,U10 Storm,U10,25.00,unpaid,Jersey,YL,1,2026-06-15 09:13:00
5313,olivia.miller78@yahoo.com,Olivia,Miller,555-1039,1972-10-23,,volunteer,U14 Eagles,U14,15.00,unpaid,Shorts,L,1,2026-06-19 15:27:00
5314,grace.brodie74@yahoo.com,Grace,Brodie,555-8552,1971-09-29,,parent,U12 Lightning,U12,15.00,paid,Cleats,S,1,2026-06-15 12:31:00
5315,william.brown2@outlook.com,William,Brown,555-8633,1971-05-26,,coach,U10 Tigers,U10,10.00,partial,Shorts,YM,1,2026-06-10 11:40:00
5316,noah.martinez62@outlook.com,Noah,Martinez,555-5736,1986-03-11,,coach,U10 Tigers,U10,75.00,unpaid,Jersey,S,3,2026-06-13 11:06:00
5317,timmy.miller17@hotmail.com,Timmy,Miller,555-4403,1986-08-08,,coach,U12 Lightning,U12,10.00,partial,Shorts,YS,1,2026-06-17 12:18:00
5318,james.brodie7@corp.io,James,Brodie,555-2124,2019-08-05,parent_brodie@yahoo.com,player,U10 Tigers,U10,40.00,partial,Shorts,L,4,2026-06-27 17:26:00
5319,william.jones15@gmail.com,William,Jones,555-1071,1973-10-29,,parent,U10 Tigers,U10,20.00,partial,Shorts,YM,1,2026-06-19 08:48:00
5320,noah.miller99@corp.io,Noah,Miller,555-5709,1973-05-11,,coach,U12 Bears,U12,10.00,unpaid,Socks,YS,1,2026-06-15 08:38:00
5321,william.miller61@outlook.com,William,Miller,555-8529,1987-11-05,,volunteer,U10 Tigers,U10,15.00,partial,Socks,YM,1,2026-06-19 09:39:00
